Rating,Description,Pros,Cons,Author Info,Resignation Reason
4,"Super smart people working in an ambitious, user-focused culture","High talent bar means you're generally working with excellent peopleExciting mission and real opportunity to impact economic infraInspiring, involved, accessible company leaders",So many new managers and ever-changing org structureSome teams seem particularly lacking in psych safety / trustDecision-making is slower than expected for a company of this size,"Verified User Current Employee  G*****  People Manager - May 2, 2022",
3,Great company,meaningful missiongood people to work withchallenging product set,no WLBlow comp relative to other similar sized companies,"Verified User Current Employee  p*****  Sales & Business Development Manager - May 2, 2022",
5,Great place to work,The company has great ambitions and interesting problems to work on. I've been here years and it still has a lot of upside. People are collaborative and friendly. WLB is solid.,"Going through some growing pains due to massive hiring. Leadership feels less transparent, and after fours I still don't have liquidity. ","Verified User Current Employee  f******  Software Engineer - Apr 30, 2022",
3,Do great work but sacrifice mental health,- Stripe pushes you to do your best work - brand name company - increases your attention to detail - intentional company - kind people,- will overwork you with little reward. pushes you to be your best at the cost of mental health - perfectionist to a fault- managers will push you into roles that aren't the right fit for you- unclear expectations - a lot of unhappy people,"Verified User Current Employee  s*******  Program Manager - Apr 28, 2022",
2,Lack of WLB,High pay People are niceFree foodGood benefits  anddd,No WLB Unclear goalsChange project every monthTalk too much,"Verified User Current Employee  s*****  Software Engineer - Apr 28, 2022",
4,Great career progression,+ Career Growth+ Opportunity for impact+ High calibre people,"Fast paced, a lot of ambiguity which is not for everyone","Verified User Current Employee  D*****  Recruiter - Apr 28, 2022",
5,Best place I've worked,Challenging but exciting projectsExciting growth Great coworkers Great work life balance,Management means well but they do not always prioritize well,"Verified User Current Employee  E*****  Program Manager - Apr 27, 2022",
5,"Incredibly smart, driven, caring people that want to learn, move fast and make the world a better place","Lots of internal mobility opportunities. Career growth path is not set, you can tailor it to your interest and what you are passionate about.Comp and benefits are strongStrong foundation but still so much to build/influence/ownPeople really care about doing what is best for users",Still growing and building a lot - that is exciting for a lot of people though,"Verified User Current Employee  T*****  Recruiter - Apr 27, 2022",
4,Great place to grow as an engineer,"- comp is great- coworkers are great- the work is engaging, if you pick the right projects",- WLB can be bad if you don't put your foot down about how much you will and will not work. I have and haven't seen any downside to it so far.,"Verified User Current Employee  G*****  Engineer - Apr 27, 2022",
3,It's fine. Some rough spots but believable things will improve.,- get to learn a fascinating industry- business open to change and semi-effective at it- soft skills bootcamp- good comp and food,- not enough coding time/experience- managers can be extremely underwhelming- too many interviews- promos are too political,"Verified User Current Employee  v*****  Senior Software Engineer - Apr 27, 2022",
1,Baby Amazon,"High pay,Fast paced,Smart co-workers,Permanent remote option,Remote since Mar 2020","IPO uncertainty,Poor WLB,Illegal hiring and firing practices,Toxic positivity - anything negative is either ignored or covered up, not addressedPTO balance not paid out upon departure (except in states that require it like CA)Internal tooling is janky","Verified User Current Employee  ***********  Software Engineer - Apr 26, 2022",
4,Pleasantly surprised!,- Great benefits- Great pay- Generous time off- Culture seems solid- Lots of nice and smart people- Actually decent WLB in my org (40-45 hrs/wk)- Management is way better than I was expecting based on Blind posts- Awesome work in a interesting industry,"Hyper growth definitely causes some growing pains. Explosion of content internally as more people join, some confusion as reorgs become more common with lots of people joining, workload increasing across the board, increased pace of product improvements/pivoting, etc. My org has seen some of these things but my team and management have all done really well to minimize the impact.","Verified User Current Employee  i*****  Solutions Architect - Apr 26, 2022",
2,Very bad WLB,- Compensations are good. - a lot of vacation days,"- really, really bad WLB.- nearly no 401k match","Verified User Current Employee  E*****  Software Engineer - Apr 25, 2022",
5,Solid option,"Founders are wicked smart, thoughtful and pragmatic. Stability of an established company without the bureaucracy of a FAANGBusiness model isn't built on advertising Opportunity for impact is everywhereCo-workers are smart, kind, driven.",If you want the highest TC / Best WLB combo / don't care about the company mission or ambitious goals.. Go elsewhere.,"Verified User Current Employee  v*****  Engineer - Apr 25, 2022",
1,Culture is gone,Years ago it was a fun and exciting place to work…not it's a miserable place that is due for a mass exodus of people.,If only I cloud give negative stars for culture…I've never seen a worse culture. Over the past 3 years it's gone from good culture to okay to horrendous.,"Verified User Current Employee  z*****  Solutions Architect - Apr 25, 2022",
4,Lots of growth opportunities,"Base pay, stocks and bonuses are competitive compared to the market",Lots of overtimes hours can be involved during busy times,"Verified User Current Employee  m*****  Finance - Apr 23, 2022",
5,Great company to learn,You will get chance to work with great people around,Valuation seems to be cappedWork life balance depends on team,"Verified User Current Employee  f*********  Engineer - Apr 23, 2022",
4,Great development opportunities,A lot of interesting and high impact technical problems to solve,"No longer a small company, feels more corporate like and with less transparency","Verified User Current Employee  N*****  Software Engineering - Apr 22, 2022",
2,It all depends on the team you work for,Potential as a leader in the payments and fintech space,"Your experience in the company is completely dependent on the team you end up working for, and the culture across teams does not appear consistent","Verified User Current Employee  i*****  Program Manager - Apr 22, 2022",
4,Be prepared to work hard,Lots of challenging problems to solve and growth opportunities. You'll never be bored.,Tons of change - more so than I've experienced than any other company.,"Verified User Current Employee  l*****  Recruiter - Apr 22, 2022",
5,"Abundance of opportunities, great environment for rapid early career growth","* A number of high impact projects lined up within our team, and support from leadership* Lots of opportunities to explore a variety of experiences, both in terms of tech stack + shape of work. e.g. scoping out projects, fullstack + backend + ML, leading org-wide discussions in product reviews",* No longer a small company – you won't necessarily get the startup energy that Stripe may have once been known for,"Verified User Current Employee  T*****  Software Engineer - Apr 22, 2022",
4,Solid,Smart coworkers and fast-paced work environment makes for a good experience,There are a lot of different priorities all at once,"Verified User Current Employee  B*****  Software Engineer - Apr 21, 2022",
5,The next big thing,- They don't want to be Google or Facebook - constantly looking to do things in a different way. - A product and product strategy second to none.- Noticeably higher talent bar and interesting work.- Truly global in nature (even two headquarters).- $$$$,- Can be intense work at times and you need to know how to set boundaries and speak up.,"Verified User Current Employee  a*****  Program Manager - Apr 21, 2022",
3,the magic is gone,Stable middleman that will get a small cut of online activity forever.,"Everything's compartmentalized now. You can't learn product or system design by watching experts. Your questions and opinions are unwelcome. Do what you're told for your team's OKRs.Perf is a dice roll. Equity is stingy, doesn't appreciate, and the downside protection of annual grants was proved BS.It's a generic mid-sized company with middle managers chasing numbers and endless meetings trying to get things from other teams. ","Verified User Current Employee  1*********  Engineer - Apr 21, 2022",
2,Not what it seems,Awesome peersLots of unsolved problemsHiring a lotPre IPO,"Toxic culture, toxic managers, no prioritization, no focus, no wlb","Verified User Current Employee  h*****  Software Engineer - Apr 20, 2022",
5,"My last 4 years at Stripe have been nothing short of exhilarating. I started my career at a consulting firm, then worked","The people are fun and very smart (my team specifically, but also generally the people i encounter)Quick and consistent access to senior leadershipHard problems with hard solutionsOrg is expanding fast, the good ones get a lot of career opportunities ",last two years stripe has felt less like a startup and more like a big company,"Verified User Current Employee  o*****  Product Manager - Apr 18, 2022",
2,Toxic culture,"Growing company, good list of problems, new opportunities, new business areas","Lots of mediocre engineers who think they are special. Egos all over, toxic culture, you need to be part of the circle if you want to survive. Also the hiring process is very biased and subjective. Pay is attest in the middle band.","Verified User Former Employee  r*********  Software Engineer - Apr 18, 2022","Done with it, could not suck up anymore. Don't need to sell my soul "
1,Not great,Money is good and that is about it. Not worth it,If you aren't part of old guard you aren't part of the company. Illegal hiring practices. Inexperienced managers.,"Verified User Current Employee  q*****  Recruiter - Apr 17, 2022",
5,Good career growth,"Autonomy, ability to drive projects; kind, funny, capable coworkers across the company.  Opportunities to take more responsibility.  ","Many re orgs, many moving parts.  Working hard at times.  ","Verified User Current Employee  o*****  Engineer - Apr 17, 2022",
5,"Great mission, strong ownership culture","People are very helpful, the mission overall is admirable, the company enables people to own their work",Some problems with indecisiveness and having too many priorities. Feedback is not always given directly,"Verified User Current Employee  g****  Software Engineer - Apr 17, 2022",
5,Great culture,"Very smart people, ambitious, and nice. Really enjoy working here!",High pressure as it's a fast moving environment. Work hard.,"Verified User Current Employee  C*****  Software Engineer - Apr 15, 2022",
5,"Leadership is incredible, perfect place for early career","Anything I want to do, I can do. There is so much responsibility and ownership passed down to ICs that are relatively fresh. If you're looking to grow, stripe is the place.Management is great, and leadership is no bullshit - straight to value and no corpo speak.",WLB. Everyone here is amazing and keeping up with them can be quite the challenge.,"Verified User Current Employee  v*****  Software Engineer - Apr 14, 2022",
5,Need to be multi-faceted,"Challenging, high impact work High compensation Generous bonus for high performers","Work is bearable, but not if you just want to do development everyday. ","Verified User Current Employee  h********  Software Engineer - Apr 13, 2022",
5,"Great People, Room for Growth & Above Average Pay ","- People are smart, kind and hard working. - Above average pay - People are excited about Stripe's future",- WLB has its challenges but it really depends on your team. You need to set boundaries,"Verified User Current Employee  v*****  Recruiter - Apr 13, 2022",
1,Get paid well to do underwhelming and uninteresting things,Base pay is competitive and at the top of the marketGreat products for its customersA market leader in fintech industry,"People in general are nice to your face but may be backstabbers (extreme passive aggressive SF culture)Management ruthlessly political, doesn't know what it's doing, doesn't value true leadership and will fire you if you don't completely follow their waysWork itself is brain numbingly boring and sheer drudgery - a step down from what most people were doing before they came to StripeThere is Fear of taking risks and taking ownership can be penalizedProduct and Engineering are horrible at scoping or estimating level of effort henceDelivery much slower than in more traditional or established companiesPerfectionist, fast waterfall culture and underwhelming work causes burnout for a lot of peopleCompany more than doubled in headcount for no good reason in 2021 - newer folks are unhappy with WLB and AVG with most looking to move on after they vest in 1 yr","Verified User Current Employee  **********  Global Program Manager - Apr 13, 2022",
4,Happy to be Here,"I've been enjoying Stripe since I started last year.  There are some growing pains, but that is to be expected with a company of this size.  The culture has been great, I haven't had any issues re: WLB. Process/tools are slow to scale with the company, leadership has been receptive.  Eager to see if feedback impacts workflows.  Comp is a bit lower than what I was receiving from alternative offers, but not by far.  Depending on where you are in your career, this could be a great jumping point to get in on the company and grow. ","Tools, Process, Overall Comp, Onboarding, Sales EnablementInternal tools/process are slow to scale","Verified User Current Employee  Y*******  Sales - Apr 12, 2022",
3,"Bad WLB, great place to grow comm skills",-Grow your communication skills - expect tons of XFN communication with different roles -Tons of areas for ownership and impact-Great pay,"-WLB is trash, better for some, worse for others, but generally not great-Ton of bureaucracy. Expect to spend more time communicating, writing docs, than actually building-Lot of tech debt-More work placed on plate with unshifting deadlines","Verified User Former Employee  b******  Engineer - Apr 11, 2022","Seeking better culture, WLB, and less bureacracy. Also, realized I'm not a fan of fintech."
1,High pay / horrible culture / meh work,* high pay* resume value* lot of smart people,"* culture sucks* managers have quite a bit of power, you end up with a bad one you're screwed* work is not that great. Systems are inefficient, frustrating * most of the company is new and they're having a hard time keeping focus","Verified User Current Employee  E*****  Software Engineer - Apr 11, 2022",
3,"WLB sucks, can be a great place to grow career ","Very bureaucratic, advantageous if you make the right relationshipsGood compensation albeit mostly on paper","WLB is ass, very stressful performance cyclePeople are not the nicest","Verified User Current Employee  d******  Staff Engineer - Apr 10, 2022",
3,"Paid well, but disarray",Good payI like most of my teammates Decent benefits Remote is available,Management seems to lack focus Not exactly equitable pay Hustle culture for days Not enough time off,"Verified User Current Employee  Q*****  Software Engineer II - Apr 10, 2022",
3,"Worst WLB, period.",Good exposure.WFH flexibility Not sure what else to say,Worst management No wlbToxicRe-orgs are usual for every quarter,"Verified User Current Employee  b*****  Data Engineer III - Apr 9, 2022",
4,Decent TC but not so good for career growth and work-life balance,Comp and benefits are decent if you joined early enough to get a 4 year grant,Work-life balance ain't great. Career progression isn't transparent at all,"Verified User Current Employee  Q*****  Data Scientist - Apr 9, 2022",
1,Pays well but that's it,Top of market compSome great colleaguesCan grow your career if you are willing to work nonstop and kiss the right ass,Terrible wlbTerrible managementYou will burnout and fantasize about quitting weeklyThis used to be a great place but poor management and unchecked growth has ruined it. Do not recommend.,"Verified User Current Employee  d******  Program Manager - Apr 7, 2022",
4,Still huge growth potential,- company still have long runway for growth- great product,"- Every process is overcomplicated- need more resources, many people are burnt out","Verified User Current Employee  M*****  Sales - Apr 7, 2022",
3,Culture is going downhill,Company is growing and most engineers are very good at what they do,"Bad management, bad work life balance, burnout, no career path ","Verified User Current Employee  Y****  Software Engineer - Apr 6, 2022",
5,Great Place to work,Development opportunities Great cultureFast growth Big opportunity aheadFun and smart coworkers,"WLB not always Some office populations have outgrown capacity, so physical office space needs to grow more ","Verified User Current Employee  T*****  Account Executive - Apr 6, 2022",
4,Great WLB but that's it,"- Top notch benefits (healthcare, food, wellness, etc)- Managers will respect your time off and calendar blocks - Workplace culture is great. Generally everyone is friendly and nice. Very few assholes, though that's probably changed given we've ramped up hiring so much.","- Internal mobility sucks. Stripe makes it difficult for internal movement and will lowball you with the offer (if you do get it). Don't come in expecting to grow your career here and make moves.- Management can be toxic in some orgs- Performance bar is high and you may be subject to the Amazon curve to fill a quota. Difficult to perform well, can be quite political. - Moves slowly at times, core US leadership does not recognize the market potential for APAC","Verified User Current Employee  k*********  Operations Specialist - Apr 6, 2022",
5,Great future,Company has the potential to live up to its private valuation,Developer experience could be improved. Some teams have low morale,"Verified User Current Employee  N*****  Software Engineer - Apr 6, 2022",
3,Mediocre startup with growing pains,Comp has gone up dramatically due to last stage valuation jumpsProduct is pretty good,"Immature tech stackManagers have total power over you, need to be friends to get promo","Verified User Current Employee  l*******  Software Engineer - Apr 6, 2022",
3,"Great product, average engineering, bad WLB","Product is great, customers generally have a positive experience. Founders are inspiring. Good comp, though folks on annual grant have limited upside. Great historical trajectory","Below average engineering quality, high burnout rate. Poor prioritization (everything urgent, changing every 1-2 months)","Verified User Current Employee  S********  Engineer - Apr 6, 2022",
4,Good comp but there isn't much of a company culture given the rapid hiring,- good comp / TC- good benefits- well known brand in FinTech,"- no work life balance- your growth, choice of projects etc. All relies on your manager. If ","Verified User Current Employee  M*****  Product Manager - Apr 5, 2022",
4,Better than most,Above average total compensationSomewhat flexible scheduleDecent work life balance,Performance can be subjectiveIlliquid equity from double-trigger RSUsDocument heavy,"Verified User Current Employee  f*****  Software Engineer - Apr 5, 2022",
4,Excellent Place but no walk in the park,"Stripes are all generally very kind, smart and supportive in my experience.Challenging and impactful problems abound.",Work/Life balance can be drastically improved. Everyone seems to take great pride in working at a non-sustainable pace committing code while on vacation and on the weekends. Definitely not a very friendly circumstance for Stripes with young families.,"Verified User Current Employee  N*****  Software Engineer - Apr 5, 2022",
5,No complaints,"Great benefits and great pay, even if you're remote in low cost of living.",Promos seem slow and impact culture gamifies the promotion process.,"Verified User Current Employee  r*****  Software Engineer - Apr 5, 2022",
2,Would not recommend for most people,Good compensation and benefitsLots of strong engineers to learn from,Unsupportive managementcutthroat culture with stressful performance review processexpect to work very hard,"Verified User Current Employee  z*****  Engineering Manager - Apr 4, 2022",
5,Good career growth,Lots of opportunity for career growth if you seek it out,"Definitely need to self-advocate, regularly shifting priorities that you need to adapt to ","Verified User Current Employee  o*****  Software Engineer - Apr 4, 2022",
3,"Strong potential, but hard",- Strong comp- Strong ownership- Flexible schedules (but still a lot of hours),- Culture & management is deteriorating- WLB is bad,"Verified User Current Employee  f*****  Software Engineer - Apr 3, 2022",
1,Not worth the sacrifice,"- great comp, though illiquid RSUs- fully remote- smart peers","Management is awful. Meaningless numbers are chased to paint a pretty picture every level upwards, with no basis in the actual work getting done or how impactful the final results will actually beThere is no Stripe culture. The culture you get is whatever your manager is comfortable dishing out. You can use the slack channels as an escape but that only lasts for a few minutesWLB is non-existent. You will likely be working on weekends to hit deadlines for poorly thought out roadmaps that will inevitably be pushed backed and you will take a perf hit for it. There is no room for negotiation on deadlines. The company follows fast-waterfall, not agileNo sense of community. Every team has office hours and spends 90% of their time on KTLO work rather than being given time to rearchitect horrible code written over a decade ago by junior engs. If you need to talk to another team, I hope you planned well in advance because you will be interacting with them as if they were a consulting company.PMs are like 2nd managers. I've yet to see what our PM even does to affect our work apart from tell us if the final product we produce is good enough or not. Many teams don't even have a PM. Processes may or may not exist for whatever it is you're trying to do. Good luck finding out whichLow morale. Everyone feels overworked. We are in a nearly 14 year old company that feels like we just started 2 years ago. Simple things you would expect for a 7000 employee Fintech company are not in-place.  Coding actually slows down your job, the logic for simple things is buring beneath dozens of unnecessary layers because of all the cooks who have touched it over the years trying to add value in their own way.You will dread Mondays, even Sundays, knowing you have to get back to writing a 5 page doc summarizing how you will add these 10 LOC. You will submit your PR and be surprised that a completely other team already has a solution for your problem from the last 3 weeks.Not worth it, WLB is so valuable, don't throw it away. Will leave as soon as my 1 yr vest is in.","Verified User Current Employee  b*****  Software Engineer - Apr 3, 2022",
4,Exciting place to work depending on team,Brilliant coworkers and exciting new product launches. Everyone works hard.,Horrible work life balance and chaotic tech stack amidst everything migrating,"Verified User Current Employee  🧃*****  Software Engineer - Apr 3, 2022",
3,Great Comp everything else is somewhat mediocre,"- good comp across the board - somewhat decent WLB, but will vary by team ",- political culture when it comes to decision making. Way too much tribal language and knowledge required - AVG- hard to meet expectations and hard to get in front of the right opportunities,"Verified User Current Employee  b*********  Senior Software Back End Engineer - Apr 1, 2022",
2,Not what it used to be,I still think Stripe pays top of the market even with the new ARG structure,As of March2022 Stripe has over 7000 employees with more than half of the company having less than a year tenureMassive massive growing pain. Culture issue. Management issue. So many cooks in the kitchen,"Verified User Current Employee  p**********  Engineer - Apr 1, 2022",
4,Not a Relax Place,"Smart People, Decent Comp, fast paced  and better growth opportunity","Valuation is over hyped, no wlb, high turn over rate","Verified User Current Employee  e*****  Software Engineer - Mar 31, 2022",
3,Depends on what you want,"Business driven, and there is lot is opportunities in almost all teams","Poor work life balance, poor engineering quality, tooling and infra is a mess ","Verified User Current Employee  d*****  Software Engineer - Mar 30, 2022",
1,Horrible wlb and politics,Money is good. Benefits are good. Wfh subsidy is good.,Averaging a reorg every 1.5 months because of game of thrones politics at the leadership level. I've had 9+ manager changes in 1.5 years and counting.Game of thrones politics trickles down to IC layer where someone has to take the fall for mismanaged projects not hitting artificial deadlines so figure out how to story tell your way out of being the weakest link. I've rarely seen a fired person being the actual weakest link.,"Verified User Current Employee  S*****  Software Engineer - Mar 29, 2022",
3,Bad WLB and not much growth,"Stripe is best for someone who is either fresh out of school or looking for their second gig out of investment banking or consulting. High caliber talent, decent benefits ",If you are experienced in your domain area join at your own discretion because the company has no interest in developing in your career growth. There is high and unclear expectations.,"Verified User Current Employee  Q*****  Sales - Mar 29, 2022",
1,Do not join Stripe - it will suck everything out of your,"The other ICs are the most stellar ICs I've every worked with. Smart, humble, great at their jobs. That is the only good thing I can say about the company. And Stripe just sucks out all the good. No-one I know is happy in their job or happy to be at Stripe. It's exhausting to consistently be talking people down from quitting or just giving up. ","Career Growth: Leadership has made it clear they only want to hire externally for manager positions. The head of our business said that he wants to recruit people who led big teams and have them lead small teams at Stripe. Makes no sense. Lack of recognition: No-one gets recognition. The leadership team commissioned an artist to provide a PIN if you sell all of Stripe's products. Not money, not a SPIFF. A pin - this is the same thing my son gets in kindergarten for a good day at school. I'm not kidding. Leadership: Some of the most incompetent, insecure, uninspiring leaders I've ever worked for. They lack a grander vision and create a blame culture. Everything is the Account Executive's fault.What I learned: The biggest thing I've learned is how not to manage. My manager goes from meeting to meeting like a roller coaster. Doesn't provide any meaningful insight or establish any credible relationships with customers. I can't think of one positive thing I've learned from any of the leaders.","Verified User Current Employee  y*****  Account Executive - Mar 29, 2022",
2,"Aspires to be the next Amazon, already there culturally","Well positioned for business success.  Technical leader in a market still dominated by fossilised incumbents.  Beloved by our customers, whose satisfaction remains a core objective.",Grew far too fast in 2020/2021.  Incoming management from Amazon has annihilated the old culture and replaced it with the worst of AWS.  Greenfield internal platforms are beset by technical and operational incompetence.  Attrition among top SWEs is unsustainably high as they flee to greener pastures.,"Verified User Current Employee  f****  Software Engineer - Mar 29, 2022",
3,Boring,"WLB is not terrible, there are some smart folks here","Never write any code, culture not what is used to be, comp is deceptive and not great (but there are good offers to be had relative to overall market)","Verified User Current Employee  e******  Software Engineer - Mar 28, 2022",
5,Lot do work to do,"If you like to get paid to do work, there is lots of work to be done and you will be paid well if you do it.",Not a good place to slack off. You need to do work.,"Verified User Current Employee  W*****  Software Engineer - Mar 28, 2022",
4,"Great Potential but leadership needs work, dealing with constant changes and process.","Company itself has great potential, you can really feel the growth. Pay seems to be top percentile compare to peer companies. Expanding quickly with career opportunities. ",Lack of culture and constant changes. They can improve on the processes.,"Verified User Current Employee  p*****  Recruiter - Mar 27, 2022",
3,human batteries at a moderate cost,- decent comp- llamas- beastwing- remote friendly,"- upper management treats people like human batteries, save for a few outstanding leaders (of whom some are leaving)- culture of overworking- poor refreshers granted in perf- some people's salary decreased during perf?- hard to get internally promoted- high number of new candidates granted staff- internal tech is a mess being untangled and then re-tangled with a move to SoA","Verified User Current Employee  x*****  Software Engineer - Mar 26, 2022",
3,Meh,Good growth opportunity if you're willing to put the effort.,Reorgs Reorgs ReorgsKeep switching prioritiesManagement is not good,"Verified User Current Employee  l********  Software Engineer - Mar 25, 2022",
4,Hard work but fun to work at,"Collaborate vs compete culture, management is very intentional about developing their team. ",GTM can be quite weak in some markets. And it can be quite difficult to get in touch with a team to help you with a fix,"Verified User Current Employee  h********  Solutions Architect - Mar 24, 2022",
5,Good experience - but I'm very new,"Team is great, comp is great but I'm scared about the steep learning curve ",I think the competition is fierce and you definitely can't be the weakest link,"Verified User Current Employee  I*****  Marketing Manager, Product Marketing - Mar 24, 2022",
5,Massive market. Ambitious leaders. Smart colleagues.,Hard but rewarding workUser first cultureStrong autonomyGood comp,WLB can be toughCompany needs to balance rigor for different stages of products,"Verified User Current Employee  X*****  Produce Manager - Mar 24, 2022",
4,Great company to work with if you are comfortable writing docs all day long.,"Great products, amazing individual contributor talent, comp and benefits are great",Management keeps changing and each new manager comes with a new vision which means you constantly have to work on upper management instead of focusing on project work.,"Verified User Current Employee  k*****  Operations Specialist - Mar 23, 2022",
4,"Great compensation, exciting products, high standards, and very bad work life balance",Compensation is very high and high performance is well rewarded,"Work life balance is poor, constant reorganizations and shifting priorities. Many ex-Amazon managers.","Verified User Current Employee  r*******  Software Engineer - Mar 22, 2022",
1,"Prepare to be under compensated, under leveled and overworked",Free food is really good if you work in the office,"Stripe prides themselves in underleveling employees. New grads and non senior engineers behave like senior or able. Senior engineers are doing org and company scope work and being denied promotions. Being underpaid and under appreciated is a quality stripes brag about. Some of the most brilliant, hardworking and effective people I worked with got bad reviews with one sentence feedback and were denied their equity refresh, bonus and salary adjustments. Some of the best leaders I worked with were disappeared (fired) and didn't even get to write their own good bye emails.I would only recommend working here to my worst enemy, especially now that compensation is no longer advantageous to anyone who joins before the ipo.I worked here as a L2 and got multiple offers elsewhere at senior and staff level based on what I described my responsibilities were. I've since moved on to a new company that appreciates me.","Verified User Current Employee  T*****  Software Engineer II - Mar 21, 2022",
5,Folks generally work hard and there's a lot to be excited about,+ Leadership (C Team)+ Product and mission + Trajectory,- Not easy / work life balance - Tons of new people,"Verified User Current Employee  B*****  Account Executive - Mar 21, 2022",
3,Focus is is next 2-3 months,Still searching for one other than the unvested RSU's which would vest God knows when.,"Poor work life balance. Expected to work 24/7, even on weekends. Overall Low level of trust culture.","Verified User Current Employee  k*****  Applications Architect - Mar 21, 2022",
5,Chaotic but rewarding,"- Engineering culture- Responsive and smart leadership- Lots of smart and hardworking people that care about their craft- Perks: free books/magazines, education/health stipends, food, etc.",- High expectations; not a place to coast (this is not a negative depending on your preferences),"Verified User Current Employee  m*****  Software Engineer - Mar 20, 2022",
5,Very happy here,Ambitious and brilliantly smart co-workersFounders are inspiringGrowthTechnically challenging problemsComp is top notch - performance grants can double your initial grant Open to remote for everyone,Fast pace can interfere with WLBSome growing pains of a fast growth startup,"Verified User Current Employee  I*****  Engineering Manager - Mar 19, 2022",
2,PIP culture,Great comp Smart co-workersGood benefits....,WLBMiddle managementBroken tech Poor 401KOvervaluedPIP culture: OCI and Amazon managers,"Verified User Current Employee  t*****  Product Manager - Mar 19, 2022",
1,Toxic culture - stay away,"Comp is great, and company is well positioned in the market. Stripe is positioned to do well over the next 5 years if they can clean things up internally.","- Bad WLB, most stripes work 60+ hours/week- Top down management structure with constantly shifting priorities- Tons of red tape that makes it hard to get things done- Extremely political, empire building is encouraged & rewarded (due to constantly changing headcount expectations), and those who stomp on others climb to the top. - Leadership doesn't care. CEO wants to build a culture like Amazon, and has an operating principle around firing bad talent quickly.- 15% forced PME, but low bonuses for high performers. AVG means you'll see no upside from stock appreciation. - High employee churn and constant reorgs are a huge distraction that makes it even harder to go good work. Its a shame. The product is great and has a lot of potential, but the cultural issues are going to kill stripe from the inside.","Verified User Current Employee  r*****  Engineer - Mar 19, 2022",
3,"Over ambitious, over worked, poor technology",The ambition is great and there are some fun teams.,"wlb is terrible, management is worse, join at your own risk.","Verified User Current Employee  j*****  Software Engineer - Mar 19, 2022",
4,Enjoying my time but see why people don't last,"Comp is great. Leadership (especially on eng) is the real deal. Also a lot of opportunity to learn,grow skills, and really boost your resume.You get to work on some cool products that are making waves in the market.Some really amazing people in the company. ","Raises this year sucked, no one knows when ipo will happen, work-life balance is virtually non-existent.Leadership tours everyone taking their vacation and then sets up a hunger-games style performance review cycle with stack-rank and a lot of people get a less than good rating. Company culture suffers due to how perf is managed and how leadership says Stripe is a marathon of sprints which is an odd way of saying your life is ours nowAs much as Stripe gets pumped up, there are a lot of sharks in the fintech ocean and all want a piece of use. Not all that much moat in this business. ","Verified User Current Employee  s*****  Manager, Risk / Compliance - Mar 18, 2022",
