Rating,Description,Pros,Cons,Author Info,Resignation Reason
4.0,Good work life balance ,- good work life balance- good for someone starting new ,- comp is bad - too much politics - not much innovation or growth ,"Verified User Former Employee  y*****  Software Engineer - Apr 18, 2022","- not much growth and compensation doesn't increase , too much internal politics "
4.0,Decent work-life balance ,I have been working in the same domain and aligns with my career roadmap,Compensation disparity across teams and nothing being done from management ,"Verified User Current Employee  k******  Consulting Engineer - Apr 18, 2022",
4.0,Good work life balance ,Work life balance is great. Adds good name to resume,Pay is fine. But with wlb we can study for other opportunities.,"Verified User Current Employee  c*****  Software Engineer II - Apr 18, 2022",
3.0,Great WLB with low growth,Great WLBPeople are open to talksThe company cares about the employees,No learning for me and it is not easy to switch teams if you don't have a lot of experience.,"Verified User Current Employee  C*******  Software Engineer - Apr 18, 2022",
5.0,Great in pockets ,"Great teams, some of the best people I have met, learned a ton from people, flexibility, great culture ","Always budget constraints, limited growth , politics , driving a ton of impact can still result in limited growth unless it is in core business ","Verified User Current Employee  f*****  Senior Director of Sales - Apr 17, 2022",
1.0,Sucking career path,"Not sureNo new work, so almost feel like wlb is good even though you work 15hrs","Not new work If you are adjusted to work, you can survive But more paid service company with more vendors/service company people, so standard are lessAs surviving, hikes will be less even for top performers Hard workers keep working and others just survive even by not working much , so u feel not valuedThey want to maintain average skilled people for the revenue they are getting, top performers not valued","Verified User Current Employee  e*********  Produce Manager - Apr 17, 2022",
5.0,Great company to work . Amazing company to update your skills and work life is good too. With good benefits.,Work life balanceAmazing company to workGreat pay and benefits ,Update skills with certifications otherwise growth will be stagnant in tech career. ,"Verified User Current Employee  j*****  Network Engineer - Apr 16, 2022",
4.0,Excellent company  a a a a a a a a,Great company good benefits  a a a a a a a ,Good company to work good benefits  a a a a ,"Verified User Current Employee  q******  Engineer - Apr 15, 2022",
4.0,"The ELT is amazing, but culture is highly localized.","- Cisco's Executive Leadership Team (ELT) is amazing which sets the company-wide mission and culture- Excellent benefits - health, vision, dental, 401k, volunteer time off, emergency/critical time off, etc.- Regular salary increases (merit focal) from an annual basis if not a shorter timeframe- Decent bi-annual bonus","- Base salary is just okay (for Software Engineer in SF Bay Area)- It's difficult to get promoted due to Cisco employing 'focal' cycles- Team culture is highly localized to the team itself. If you get lucky, you'll have an amazing leader and team. Otherwise, if your leader is terrible, it trickles down.","Verified User Current Employee  C********  Senior Software Engineer III - Apr 15, 2022",
2.0,Retirement workspace with no career growth,- Work life balance is decent.- Helpful colleagues.,"- No career growth- No RSU refreshers- Highly political environment- No increment yearly- No performance review, management give ratings on what they feel.- High technical debt- Bad culture","Verified User Current Employee  K*****  Software Engineer III - Apr 15, 2022",
5.0,Good wlb ,Good wlb and learningCollaborative environment Transparency Helpful cultureEspp 401k match,Low TC and slow promoManagers decide a lotNo check on managers,"Verified User Current Employee  Y*****  Engineering Manager - Apr 14, 2022",
3.0,Good company but management is lacking,Good benefits and Good compensation and Great culture with people,Management is too number focused and doesn't really look at how to improve stuff for the bottom. Not much of a growth depending on the org you are in,"Verified User Current Employee  m*****  Sales Engineer - Apr 14, 2022",
4.0,Amazingly easy work environment,"You will get tonnes of time to learn and research (it can be personal or professional/project based). Good benefits, compensation depends on your skill sets, your relationship with upper management and your bargaining skills .","Pretty bad culture, nepotism can be seen. Racism is also silently observed. Lots of sectionism, same region, same race goes along. sometimes you can feel left out.","Verified User Current Employee  s*******  Technical Lead Developer - Apr 14, 2022",
3.0,"Good wlb , bad pay",Good work life balance. Colleagues are nice. Flexibility with work schedule and Pto. ,Compensation can be below market. Management isn't great and don't think about career growth ,"Verified User Current Employee  l***  Software Engineer - Apr 13, 2022",
4.0,Great work life balance,Flexibility with the team and remote work allowed which makes it good,Compensation is low compared to market which make staff feel undervalued,"Verified User Current Employee  O*****  Software Engineer III - Apr 13, 2022",
5.0,It depends on org but great place for work life balance,Work life balanceCulture401k and insuranceWork is good in good orgInnovation,Work in case you land up in org which is not performing,"Verified User Current Employee  i******  Software Engineer IV - Apr 12, 2022",
4.0,"Great WLB, poor process ",Great work life balance if you have a family and ok pay,The pay is okay at best and the politics are insane ,"Verified User Current Employee  u*******  UX Designer - Apr 12, 2022",
3.0,Great work life balance,Leadership and peers are very supportive of new ideas so there's always a positive forum to provide feedback.,"Depending on department, it's a great place to retire.  If you're on the critical path, then expect to work 60-80hr weeks.","Verified User Current Employee  N*****  IT Program Manager - Apr 12, 2022",
5.0,Cisco Meraki is a great place to work!,"Professional, supportive colleagues. Cares about social issues. Focused on delivering value with integrity. ",This is a big company. There will be processes galore. ,"Verified User Current Employee  b*********  Lead Product Manager - Apr 12, 2022",
5.0,Amazing workplace! Slower management style,Free snacksHealth conscious Great pay and bonusesExcellent WLB,Slow management PoliticsNot too diverse in certain departments in tech,"Verified User Current Employee  E*****  Sales Engineer - Apr 11, 2022",
3.0,Great people,Work life balance is good and depending on team/ manager the people are great.,Pay as contractor is below the minimum for any roles as well as most employees are not paid to what the market is paying at other companies.,"Verified User Current Employee  d*****  Compensation Analyst - Apr 11, 2022",
4.0,good WLB,great work life balance. friendly colleagues. good perk. respect individual ,limited career growth. hard to contribute to the product roadmap,"Verified User Current Employee  I*****  Product Manager - Apr 11, 2022",
3.0,"Pay sucks, decent people",Smart peopleMost direct leaders are decentFocus on mental health,Really bad payNo cost of living adjustment No metrics or KPIs to go off of,"Verified User Current Employee  u*********  Account Manager - Apr 10, 2022",
3.0,"Employee friendly, but less learning and unclear career advancement paths",Policies are employee friendly. WLB depends on team but mostly good.Principled in approach,Too much bureaucracy and slow in execution. Absolute black box for career advancement.Low salaries and growth,"Verified User Current Employee  k***  Product Manager - Apr 10, 2022",
5.0,Compary offers great work life balance,"It all depends on the group you are working with, there are veterans who have been working in the networking industry for a long. Any associations with them increase your knowledge and skills",The only cons I would say is that decisions are rather slow if the are multiple groups involved as each have their own priority.,"Verified User Current Employee  m*****  Technical Marketing Engineer - Apr 10, 2022",
3.0,Solid work life balance ,Solid work life balance Can work from home for most ,The company has limited growthBelow market pay scales for mostVery political,"Verified User Former Employee  B*****  Senior Director Customer Support - Apr 8, 2022","Better pay and growth opportunities elsewhere, nearly doubled my pay for easier work "
4.0,There are pros and cons,"Work/Life balance.Some groups have great and talented people.  Benefits are pretty good, including insurance, at least if you're single.","Raises and promotions can be slow, especially if you have a bad manager or a poorly run BU.LayoffsLower end of industry salaries","Verified User Former Employee  Q****  Information Security Engineer - Apr 8, 2022","Promotio and higher pay, better retirement benefits, and a management team that I really liked."
3.0,WLB,Good work-life balance additional leaves Insurance and health policy Time to giveGood products,Manager culture Less perks Less growth in many divisionsHeavy workload Under paid ,"Verified User Current Employee  s******  Engineer - Apr 8, 2022",
3.0,Decen workplace,"-good benefits 401k , dental, health, espp-work culture is great-moving between teams isnt hard",-pay isnt that great-moving up in levels isnt easy-start up feel isnt there,"Verified User Current Employee  l*****  Financial Analyst - Apr 8, 2022",
4.0,"Great work life balance, but compensation below par",Good work depending on your managerwork life balance is good,compensation is not goodcareer growth may be stuck ,"Verified User Current Employee  a*******  Senior Software Engineer - Apr 8, 2022",
4.0,Great wlb but low compensation ,"Great wlb, college tuition assistance, bright and knowledgeable individuals, low turnover ","No room for career growth, low compensation, less equity, slow growth ","Verified User Current Employee  t******  Supply Chain Manager - Apr 8, 2022",
3.0,Great WLB,Work life balance is really good. I am able to do grocery and work at the same time.,Money is less but who cares for money when everyone seems to have more than you.,"Verified User Current Employee  e********  Software Engineer III - Apr 7, 2022",
5.0,Great company to work,"Good culture , benefits , holidays . . . . .",Not much work life balance .Not much diversity .,"Verified User Current Employee  w****  Technical Lead - Apr 7, 2022",
5.0,Great work-life balance & good culture,"culture and management is good, a good place to work, respect people","long years to grow, pay is so so, a good place for elder people","Verified User Current Employee  e*****  Project Manager - Apr 7, 2022",
5.0,Best WLB,"Best wlb, Good learning opportunities and good for patents. Go for it","N/A, salary might be on lower side as compared to industry","Verified User Current Employee  h*********  Software Developer II - Apr 6, 2022",
4.0,Good WLB,Good WLB - choose to work or coastGood rewards if management likes you,Slow/No growthManagement sucksLots of politics in teamsBig hierarchy ,"Verified User Current Employee  T*********  Software Engineer IV - Apr 6, 2022",
4.0,Great culture and Fair compensation policies,Great CultureGood Learning OpportunitiesFair compensation policy for performers,Compensation below the market referenceCareer Growth is slower specifically at higher grades,"Verified User Current Employee  d****  Software Engineering Manager Leader - Apr 5, 2022",
5.0,Good place to work,"Great work culture. Enjoyable coworkers, opportunities to learn different things",Pay is not too high compared to the competition. Needs better direction,"Verified User Current Employee  j*****  Engineer - Apr 5, 2022",
5.0,Amazing work life ,"Great work life, they never care about the hours you work ",Hires too many people just to fire them Indians management so it's normal for them to do this type of thing ,"Verified User Current Employee  D*********  Project Manager - Apr 4, 2022",
4.0,GReat WLB,Great WLB Good people Good team if you are not laid off,Low pay not much growth and annual cut and opex freeze,"Verified User Current Employee  g*****  Product Solutions Manager - Apr 4, 2022",
3.0,"Sacrifice everything in exchange for WLB. There is obvious bias about race, color and immigrants when promotion is due. ",This is a good place to retire and find work life balance. ,Career dies sooner than you would realize. Beaurocracy = Cisco culture.,"Verified User Former Employee  r*********  Senior Finance Analyst - Apr 4, 2022",Lack of career growth and only people enjoyed promotion or found best opportunities in finance were people living in suburbs of East coast of United States. Ever since post 2020's pandemic layoffs location to save cost became number one priority in finance and operations Org.
4.0,Great work life balance ,"Great people, wonderful work life balance, and awesome benefits, and relatively good ethical practices ","Things move at a snails pace, and lots of politics, compensation low compared to other companies ","Verified User Current Employee  g*****  Senior Software Engineer - Apr 4, 2022",
4.0,Good work life balance,Good work life balance.Work from home benefit.Nice office.,Compensation is less compared to industry standards.No cons apart from this.,"Verified User Current Employee  æ********  Software Engineer II - Apr 4, 2022",
3.0,Great place for a decent work life balance. But that ones with pay not being as high or promotions not frequent.,"Work life balance, decent people and culture. Excellent remote workforce. OK pay.",Constant restructuring and layoffs. Stock movement is limited. Management trying but unable to still pivot faster to software model.,"Verified User Current Employee  n*******  Senior Manager - Finance - Apr 3, 2022",
3.0,culture on the decline,work life balance still goodfind the right unit and you will do well,not great for career growth or working on new interesting things.   find a new acquisition to join rather than a BU that's been part of cisco for several years as the culture is likely dead by then.,"Verified User Current Employee  b****  Senior Manager, Engineering - Apr 3, 2022",
4.0,Overall great  place to work,"WLB - oportunities to grow and change teams, technologies. Good work get rewarded",Too many stupid process that takes you nowhere and just help to justify the constant changes at VP level,"Verified User Current Employee  i********  Consulting Engineer - Apr 3, 2022",
3.0,Salaries are very less compared to the market,1. Work life balance (depends on the team you work for)2. Allowances3. Benefits4. Work from home,1.  Low salaries and hikes2. Regular management changes3. No scope for learning or growth,"Verified User Current Employee  c*********  Technical Consulting Engineer - Apr 2, 2022",
3.0,Changing company and mixed culture,The best reason to work at Cisco was its culture.,"The company is going through a business transformation, which is much needed. However, the culture is not trending in the right direction. While the talk track of the C-Suite makes it the best place to work, the reality is that not all leaders below walk the talk and that ratio seems to be growing by the day. It's disheartening to witness the erosion of the culture in many groups and the total disregard of the impact on the people. While senior leadership points to the number of Cisco boomerangs as an indicator of a better culture than most out there, many who have returned are realizing that the culture they came back seeking is eroding at an accelerated rate. Hoping for a correction before it is too late, as Cisco was truly a special place. ","Verified User Current Employee  g****  Director Business Development - Apr 1, 2022",
3.0,Not great work life balance in SDWAN team,Nothing as such felt during my employmentWork from home,Work life balance when you working with US teamLack of team support for indian employees who work with US employees Lack of documentation of projectNo process,"Verified User Current Employee  8*********  Software Engineer III - Mar 31, 2022",
4.0,Good place to start,Provides good compensation and the San Jose office is decent. ,Work-life balance is not the best.Not proactive in progressing in software (I know it's hardware centric but still). ,"Verified User Current Employee  M*********  Software Engineer II - Mar 31, 2022",
5.0,Great work life balance,Flexible working hours (depends on your team)Generous pay time offGreat culture,Pay is not up to market rate Can't think of any others,"Verified User Current Employee  b*********  Finance Analyst - Mar 31, 2022",
4.0,Great team and work life balance,Great people to work with and amazing benefits along with work life balance,Compensation is not the best as compared to other technology companies,"Verified User Current Employee  W*********  Software Engineer - Mar 30, 2022",
3.0,Great WLB . Peanut TC,Work life balance is very good here and easy going,The pay is not the best and growth is rather slow,"Verified User Current Employee  p*****  Software Back End Engineer - Mar 30, 2022",
3.0,Its depends on the teams one is working for. ,Good growth opportunities and good people to work with . Good company to gain experience. ,Attrition rate is higher and it is mostly because of budget cuts,"Verified User Current Employee  L*********  Business Intelligence Developer - Mar 29, 2022",
4.0,Good work life balance,- Lot of opportunities to learn new technologies.- Cross functional team transfers.,- Conservative compensation.- Slow growth prospects- slow growth ,"Verified User Current Employee  a*******  Lead Solution Architect - Mar 29, 2022",
4.0,Challenges for solutions (minus changing management),Adding software solutions and services to business is getting better each day. Data and Analytics solutions are being used successively with engineers heard for their insights by upper management. Great culture while in office. Acceptable culture for Hybrid/WFH.,"WLB depends on team. For my team we would need to work 12 hours on some day and some day 7 hours. For WFH employee, some folks feels like if it takes you more than 15 minute to respond then you are not working.Acceptable benefits compared to equivalent organizations. Compensation is okay. Stock offering has slowed last year. (Depends on your level, performance and team).Lots of colleagues leaving due to low compensation. It also makes work-life balance more challenging for those still here. ","Verified User Current Employee  h*****  Software Engineer - Mar 29, 2022",
4.0,Great WLB but slow pace of work,WLBRemote/Hybrid workGood pay and benefitsFree birthday PTOA day for you PTO given by company like 3 times a year,"Slow pace of work (not such a big con actually, this is why there is good WLB but learning would be less/slow)","Verified User Current Employee  d******  Software Engineer - Mar 29, 2022",
4.0,Great work life balance,"Great work life balance, work from home options / hybrid work ","Compensation is low, poor communication & understanding of projects and goals ","Verified User Current Employee  f*****  Product Marketing Specialist - Mar 29, 2022",
4.0,Great work life balance but limited growth ,Great Work life balance. Appreciation for each tasks completionFriendly environment ,Less hikeLimited career growth Lots of meetingsNo stocks ,"Verified User Current Employee  _******  Software Engineer II - Mar 28, 2022",
3.0,WLB depends on the team,Some Orgs are really great to work and have growth opportunities.,Lesser pay than other companies in the bay area and very slow environment.,"Verified User Current Employee  w*****  Software Engineer - Mar 27, 2022",
4.0,"Great company.  Good work life balance.  No one cares about company growth, except top to keep investor happy.","You can learn.  No pressure.  Work life balance is good.  You can enjoy as much, if u keep ur boss happy.  ",Slow growth.  No need to be sincere.  No co ordination.  U have to struggle to win.,"Verified User Current Employee  c*******  Software Analyst Developer - Mar 27, 2022",
4.0,Not so busy,"Not so demanding, the business unit ypu work for can make it or break it for you","Mediocre pay, slow to move, slow promotions or pay raise ","Verified User Current Employee  b*****  Security Engineer - Mar 26, 2022",
4.0,Some goog some bad,Getting serious about Innovation. Lot of good ideas and zeal from engineers ,Process n  management to many changes and lack of clarity ,"Verified User Current Employee  v*****  Senior Software Developer - Mar 26, 2022",
5.0,Great work life balance,"It's a great place to work in, with friendly people, and a work environment.",They don't have a competitive salary compared to F/MAANG companies,"Verified User Current Employee  m****  Technical Leader - Mar 26, 2022",
4.0,Great work life balance,"- Lot of cushioning, layers, there won't be too much pressure- Good company culture, especially how they took care of employees in Covid crisis- Great facilities, transport etc.",- Some times growth can be slow. - No other cons as such,"Verified User Current Employee  x*****  Engineering Lead - Mar 26, 2022",
5.0,Good work life balance & benefits,Great peopleFlexible hoursGood work life balanceRecognition programsInclusive CultureBenefits,Compensation Career growth Not design-led Cross-functional collaboration is difficult bc of conflicting priorities Too many people involved in every internal processMarketing is not valued ,"Verified User Current Employee  j*****  Marketing Manager - Mar 25, 2022",
4.0,Great work life balance,Great place to start career and have a good work to life balance + overall great interview and hiring processes,Compensation is not regularly updated to meet demand needs of industry,"Verified User Current Employee  w****  Finance Analyst - Mar 24, 2022",
3.0,Lot of politics,Had good managers. Worked with some good teams. Good insurance ,Tough to get anything done. Ineffective and inefficient working across groups .lot of politics. Sales drives direction,"Verified User Current Employee  M*****  IT Manager/Tech Lead - Mar 24, 2022",
4.0,Great place to work,good wlb for some team.great place to work award.,layoff every year.compensation not match market.old stack tech for most teams.management team no direction.,"Verified User Current Employee  M********  Software Engineer - Mar 24, 2022",
4.0,Great WLB. Good pay relative to the WLB,Good WLB and positive culture. Everybody is nice. They have even been giving random days off since the pandemic started.,Promotions are difficult and the promotion ladder is ambiguous. Too many meetings sometimes (this is team dependent),"Verified User Current Employee  M*****  Software Engineer - Mar 24, 2022",
5.0,Great work life balance ,World class networking solution and great work life balance with good benefits.,Hikes are not good and sometimes once in two years.,"Verified User Current Employee  k*****  Software Engineer IV - Mar 24, 2022",
3.0,Good Work-Life-Balance but that's it. ,"Good work life balance, but that's about it. Not anymore. ","Low payBoring Dying companyOld tech, old products, kinda boring. ","Verified User Current Employee  x*****  Systems Engineer - Mar 24, 2022",
5.0,Best place to work,"I've been in sales for 12 years and numerous companies and Cisco is the best. I've been with them 4 years and got promoted 3 times. I get treated right, respected, great support from leaders and ote of 350 I constantly hit. Great coworkers and love the culture.",Better marketing for salesDatacenter BU needs to be more efficient Collab needs to learn to gain back market shareForecasting Salesforce can be utilized better,"Verified User Current Employee  G*********  Account Manager Leader - Mar 23, 2022",
3.0,Good culture but not so great compensation ,Good work life balanceCulture is good among developers Good environment for folks who can self learn,Compensation is not fair with respect to market standards Adaptation to new technology is slow,"Verified User Current Employee  d*********  Software Engineer II - Mar 23, 2022",
3.0,Good work life balance,"Good work life balance, good natured colleagues who are fun and easy to get along with","Career growth can be easily stunted, internal mobility is hard","Verified User Current Employee  t****  UI/UX Designer - Mar 23, 2022",
5.0,Good company and great benefits,"Good support from peersNice play to learnGreat benefits, hard to beat",Hard to get promotionsConstant changes in products and strategySomewhat lack of strategic vision on products,"Verified User Current Employee  g********  Technical Solutions Architect - Mar 23, 2022",
4.0,Great work life balance ,Great colleaguesWLB is goodNice projects to work on,Lack of growth in the companyCompensation is lowSlower promos,"Verified User Current Employee  l*******  Software Engineer II - Mar 22, 2022",
3.0,Highly dependent on where in the company (which division / team) you work in ,"In a good team, you can have flexibility and good benefits","In a bad team, you will be overworked and have little growth perspective","Verified User Current Employee  J*****  Software Engineer - Mar 22, 2022",
