Rating,Description,Pros,Cons,Author Info,Resignation Reason
5,Great people and culture,Great people and culture. Some very strong engineering talent .,Career growth after g10 can be tough. Need to advocate for self,"Verified User Current Employee r***** Engineer III - Jan 15, 2022",
5,Good WLB,Good WLB and good culture so far. Promote internal transfer etc,More challenging work needed and teams are less diverse so we need more diverse teams,"Verified User Current Employee P***** Senior Software Engineer - Jan 14, 2022",
5,Great wlb weak leadership,Good wlb.Good pay.Lot of good work to do.Brian is great.,Directors have no clue.VPs are just overhead.Teams are slower.,"Verified User Current Employee I******** Senior Manager Product Development - Jan 14, 2022",
4,Not too bad,Depending on the team WLB can be good. Culture is probably on the better side.,"Depending on the team WLB can be terrible. Also depending on the org, management can be bad.","Verified User Current Employee f***** Data Engineer - Jan 14, 2022",
4,Strong Comp,Awesome product and culture. Company has shown to weather the COVID storm and out perform other comps,Management challenges. Some teams are filled with politics and back stabbing .,"Verified User Current Employee O***** Data Scientist - Jan 14, 2022",
5,"Great work life balance, comp",Solid comp esp with IPO. Work life balance is excellent,Tech stack is simple. Way too much top down chaos decision making,"Verified User Current Employee o******** Mobile Developer - Jan 13, 2022",
3,Misogynistic managers,Great compensation & Benefits. Good work life balance. Great location.,Many misogynistic engineering managers. Too much politics. Not data-driven enough.,"Verified User Current Employee r***** Software Engineer - Jan 10, 2022",
4,Good place for rest/vest - don't see much upside potential with current leadership,"- Mission-driven- Good perks (e.g., wellness days, etc.)- Coasting is pretty do-able",- Limited growth potential- Micro-managing leadership sets roadmaps way behind- Not data driven,"Verified User Current Employee P***** Finance & Operations Manager - Jan 4, 2022",
5,Really good culture,The company is good and the people here are nice. Good WLB,"Some product teams may very top down, no growth. Some infra teams may better","Verified User Current Employee V***** Software Engineer - Jan 3, 2022",
5,Great people and culture,The people are awesome and mission driven. Genuinely feels like the execs care about employees' wellbeing.,Company has changed to be more top-down as part of scaling,"Verified User Current Employee e***** Engineer - Jan 2, 2022",
5,Good work life balance,"Has great compensation and company culture, people are very nice and kind.","Career growth is almost stagnant, management is inexperienced overall. Should focus on improving product","Verified User Current Employee x***** Software Applications Engineer II - Dec 22, 2021",
5,Great place,"- Compensation is great- Culture is great, eng team is solid, I've been enjoying working with many great engineers.","- Career growth is fine but promotion is hard above L5 these days, many great engineers stuck at this level. - As long as COVID is around there's always one thing to worry about although so far the business is fine.","Verified User Current Employee a******** Software Engineer - Dec 21, 2021",
5,Not too bad,"Pay is pretty good, refresh a lot, work life balance is good","Management is the worst I've ever seen, all people management","Verified User Current Employee p******** Software Engineer - Dec 18, 2021",
4,Transitioning to be a big company culture.,Opportunity for growing. Good work life balance. Financial rewarding if join before IPO.,Started to become a big corporate. Culture is changing after IPO.,"Verified User Current Employee w***** Engineering Manager - Dec 18, 2021",
4,good work life balance but limited growth opportunities,- work life balance is good- decent culture / warm,- limited growth opportunities today- high turnover among teams,"Verified User Current Employee r***** Finance - Dec 16, 2021",
4,Meh,Good perks (better when we were in the office)Easy to coast Some interesting teams,Constant reorgsLittle respect for dataGetting more bureaucratic Hard to get much done,"Verified User Current Employee M***** Product Manager - Dec 14, 2021",
4,"Great wlb and salary, but hard to grow beyond L5.","WLB, benefits, plenty of PTO and company wide vacations, salary.",Hard to go beyond L5 due to politics and limited opportunities to make impact.,"Verified User Current Employee j***** Software Engineer - Dec 11, 2021",
5,Great culture,Wonderful colleagues who care about each other and have your back,"It's become a lot bigger and a bit bureaucratic, which is sad.","Verified User Current Employee h****** Software Applications Engineer IV - Dec 11, 2021",
5,Great experience,Good people and interesting work. Visibility can depend on team,"Becoming too bureaucratic, too large and harder to make an impact","Verified User Current Employee h***** Strategy Manager - Dec 10, 2021",
4,No life just work and constant changes,Fast growth opportunity for those who are ambitious ; good colleagues,No structure; very political; back stabbing; no real leadership; directions are constantly changing,"Verified User Current Employee M***** Finance - Dec 9, 2021",
4,Great work life balance,Nice coworkers and friendly environmentVery good business modelWork life balance is generally good,Very top downNo room for career growthDev tool is scrappy,"Verified User Current Employee B***** Software Engineer - Dec 8, 2021",
3,Great wlb,Compensation is good Wlb is decent Good coworkersLow stress,Too many Consensus drivenNo innovationLots of virtue signaling,"Verified User Current Employee c**** DevOps Engineer - Dec 7, 2021",
3,Fine experience,Decent work life balanceStrong technical documentation available for most things,Manager didn't have much experienceCompany culture felt fake to me,"Verified User Current Employee a***** Software Engineer - Dec 6, 2021",
4,New here,I had a Great offer and onboarding experience with ground control.,Job title isn't matching what I was offered. Offer included location.,"Verified User Current Employee E***** Designer - Dec 5, 2021",
2,Brian's brilliant top down approach,Good pay and stock refreshesGood benefitsGreat for rest and vest,Career growth for product engineersBrian's top down approachShitty managers if you're unluckyIncompetent engineers are like a plague in some orgs,"Verified User Current Employee s******* Engineer - Dec 5, 2021",
4,Greatly recommend,"Good pay, good wlb, and takes care of employees, and very few a**holes.","Teams aren't always aligned, title inflation, some teams are overstaffed while most are understaffed. Can feel very political and standards are inconsistent.","Verified User Current Employee x***** Senior Software Engineer - Dec 1, 2021",
5,Great wlb,You can discuss and agree with manager on how you craft your work hours. As long as you meet kpiGood culture,Fast paced kind of projects or campaigns that you need to doCareer growth is minimalNo education or training funds/opportunities outside of work.,"Verified User Current Employee a********* Sales & Business Development Manager - Dec 1, 2021",
4,Amazing WLB for infra and absolutely lovely culture,"#at-channel-party, iykykThe people are great, I've never been closer friends with my co workers because they're genuinely awesome people. The slack culture is unparalleled and far above any other place I've worked. Work remote is awesome (at least until 9/2022) and lots of company holidays Great place to be a parent.","Process, bureaucracy, CEO design review, and general bloatedness in management eng culture is very concerned with doing it the google or fb or amazon way and has an onerous design doc process. Promotions feel very political and require lots of paper trail to demonstrate impact","Verified User Current Employee y******** Infrastructure Software Engineer - Dec 1, 2021",
1,"Chaotic environment, abysmal management, broken systems and processes, lack of transparency","Many amazing colleagues (while they last). Perks used to be good, but less so in recent years.","Inexperienced, inept, unqualified management; chaotic systems and processes; lack of transparency; inadequate training and poor progression prospects; demoralised workforce; stressed working environment with unrealistic metrics and targets; hierarchical environment, 'core values' and 'mission' of company long abandoned; culture of interim roles, constant process changes coupled with failure to inform front-line agents; no standard workflow across regions, often resulting in mass confusion; promotion through favouritism as opposed to merit; short-staffed in order to boost the bottom line; opaque reporting processes; feedback constantly ignored; lack of care for employee well-being/mental health;, huge churn/burnout rates","Verified User Former Employee s****** Senior Trust Officer - Nov 24, 2021","Stress, frustration with chaotic systems, unrealistic targets, workforce becoming more and more unhappy, overworked and demoralised"
5,Great Company to work for!,- Best WLB and perks - Good Projects to choose,Too early for me so far to point out here.,"Verified User Current Employee z***** Software Developer III - Nov 22, 2021",
3,Great work life balance but slow career growth,Great work life balance and great compensation! Good place to rest and vest.,"Slow internal promotion and career growth opportunity, especially for ic.","Verified User Current Employee h***** Staff Software Engineer - Nov 20, 2021",
4,Great place for about 2 years,"Airbnb has always been a very collaborative place and employee were well intentioned, there was a lot of trust that together we can be successful. This has now changed since the RIF and reorg in 2020. Benefits and comp are still competitive to the FANGs.","No clear strategy, way too much reporting up without any real discussion. Lastly, lots of politics, trust has greatly eroded.","Verified User Current Employee T***** Account Manager Leader - Nov 19, 2021",
5,Great work life balance,The wfh policy during the pandemic is the most solid I've seen.,If you're not in SF your career growth is limited,"Verified User Current Employee K***** Accountant - Nov 19, 2021",
4,Great work life balance for sure for most of teams,- Exciting markets and growing opportunities- great compensation and benefits,Company Getting bigger. Lots of big corporate pain starts emerging,"Verified User Current Employee q******* Engineering Manager - Nov 18, 2021",
4,Great people,Great people working there -smart and friendly. Lucky I had a great boss,Upper mgmt in my business unit lacked vision and alignment. Made it very difficult to get anything done,"Verified User Current Employee Y***** Product Manager - Nov 18, 2021",
5,great company to work at,"I joined in 2017, they are very generous in comp and refresh",Limited opportunity to work on technically challenging thingsPromotion slows after as company expands,"Verified User Current Employee I***** Software Engineer - Nov 16, 2021",
3,Layers upon layers of management,- generous vacation and end of year break- decent pay,"- No opportunities for career growth or development - one person does work and five pick it apart, everyone tries to take credit","Verified User Current Employee k****** Manager, Business Development - Nov 9, 2021",
5,"Used to be fantastic, still good",Excellent places to start careerTons of travel opportunities Great comp and benefits,Tons of ambiguity Slow decision making process Leadership is hit or miss,"Verified User Current Employee C***** Operations Manager III - Nov 7, 2021",
4,Great work life balance,"- Great work life balance, nice office that makes you feel at home",- Too many chances given for under performers that pulls the team down,"Verified User Current Employee j*** Customer Support - Nov 3, 2021",
4,Overall great company to work for,Great missionGreat peopleWork on amazing impactful projects .,Internal mobility is hard . Lots of org changes .,"Verified User Current Employee s***** Administrative Assistant - Nov 2, 2021",
4,WLB,Work life balanceAnd Pay is goodNice Team culture,Boring projects Management keeps changingThere is no tech challenge,"Verified User Current Employee a***** Software Engineer - Oct 31, 2021",
5,"Great culture, people, and benefits. Not a lot of career growth","Awesome people, smart, caring Great mission, I believe in it.",Worklife balance is toughManagement is spotty at bestDemotivating at times. There's people who have been with Airbnb for a long time and are just loafing.,"Verified User Current Employee a***** Product Manager - Oct 31, 2021",
4,Overall great company,"Full of smart, hardworking, collaborative people Good comp and benefitsExecs trying to bring in leaders with the right experience",Becoming more top-down Priorities heavily driven by marketing/PR and policy Limited growth opportunities,"Verified User Current Employee b****** Program Manager - Oct 30, 2021",
3,"Work is fine, people are nice-ish",Office + foodPeople are friendlyGood size for making-an-impact,Kinda cultyVery extroverted and design-focused (could be a pro depending on what you like),"Verified User Current Employee x******* Software Engineer - Oct 25, 2021",
3,"Idealistic, mission-driven exterior masks an interior choked by politics","Strong stock options, a mission of belonging and the desire to do good, hip vibes, and a good company on your resume.","Decisions are top-down only and work's constantly bottlenecked by out of touch leaders. Executives are all too scared to make decisions, so nothing ever gets accomplished. Instead, politics runs rampant and people tend to fail upwards, or get awarded for being incompetent. Airbnb also wants to pretend it's an open culture, but the CEO Q&As are often pre-planned and the CEO has been known to show open hostility during those. Very few people seem happy and it's suffering from the typical post IPO trajectory where the smartest people leave and everyone else either gets burnt out from attrition or layered above with bad backfills.","Verified User Current Employee l********* Senior Program Manager - Oct 20, 2021",
5,Airbnb is great,"The people are great, the pay's great and the work fun. It's product oriented and so, less BS","Decision making can be viewed as top-down.Engineering is one of the voices, and strong, but you also work with product. It's not bad, it's just something to be aware of.","Verified User Current Employee r******** Staff Software Engineer - Oct 16, 2021",
5,Great Work Life Balance,Amazing product with interesting leadership who are interested in the growth of their employees,There is not much of a downside except it is a one product company.,"Verified User Former Employee A***** Mobile Developer - Oct 15, 2021","I left because I was interested in New things, not available to me."
3,management is clueless,good reputationgood work life balancegood businessgood culture,management is really chaosreorg several timesmiddle management sucks,"Verified User Current Employee O***** UI Designer - Oct 12, 2021",
4,Great culture and ample opportunities to grow,Talented peer Ample opportunities to grow Culture is great Not too hierarchical,Work life balance is non existent Some domains are highly top down,"Verified User Current Employee D***** Product Analyst - Oct 12, 2021",
4,Teething pains continue to stay,"Comp is OK, food (was) awesome. At least pretending to do the right thing...",Incompetent leadership in several places. The few good ones left already.,"Verified User Current Employee l** Product Manager, Staff - Oct 8, 2021",
5,Good work life balance,"People are nice, nice culture and benefits, good work life balance","Top down decision making, engineer documents are not good bonus has a factor","Verified User Current Employee H***** Senior Software Engineer I - Oct 8, 2021",
3,Great work life balance but…,"Great work life balance and you work some really nice people, if you luck out and join a great team.","The culture has really changed over the years. Core value interviews used to actually mean something but nowadays it's just a formality.After going public there's so much politics and bureaucracy. All the talks and supposed focus around equality and inclusion are often more performative than anything else. Too many people just resting and vesting and not actually working on anything meaningful. If you need time for family or other commitments, this is the place for you. If you are looking for a challenge and want to make a real impact, don't come here.","Verified User Current Employee g***** Finance Manager - Oct 7, 2021",
4,"The best days of working here are over, but the CEO still means well. High turnover means there is little ownership","Generally outwardly nice people, smart colleagues, nice office buildings and Apple equipment","High turnover, competitive, distributed teams, top-down leadership, role of data is unclear","Verified User Current Employee w***** Data Scientist - Oct 6, 2021",
5,Best company I've worked at,"Great people and culture, strong vision, inspiring mission. People actually living up to the core values.",Slow pace and not very well organized Not always complete faith in org leaders,"Verified User Current Employee c******** Designer - Oct 2, 2021",
4,"Great Comp, But Changes direction frequently",- $$$- benefits- currently remote / work from anywhere- people are mostly nice,- Priorities change rapidly for ICs- Too design driven - Indecisive on return to office v permanently remote v hybrid…to the chagrin of all with preferences,"Verified User Current Employee c***** Software Engineer - Sep 29, 2021",
5,Very promising future,"Airbnb's future is very bright. CEO Brian seems humble, real, trustworthy. I trust him.",Growing pains because of Covid and people being around just to reap RSUs from pre-IPO times.,"Verified User Current Employee o******* Senior Software Engineer - Sep 27, 2021",
4,Great work life balance,- Empathetic and nice coworkers. Hard to be a jerk here.- Great pay.- Good medical benefits.,- TBD. Seems to be hard to move up past Senior.,"Verified User Current Employee S********* Senior Software Development Engineer - Sep 24, 2021",
3,Must be flexible and able to work in fluid environment,Pre ipo pay is goodBenefits are mostly at zero cost to employeesPre Covid culture and on-site funExtended remote work opportunity,Leadership doesn't make the hard decisions and follows the leader.Mass exit of experienced leaders causes instability Work often gets out on pause if 1 person isn't on boardSquirrel,"Verified User Current Employee E***** Program Manager - Sep 23, 2021",
4,Boring work,Friendly teammates and healthy work life balance was always encouraged.,The work itself was not fulfilling and the tech stack was tough to learn.,"Verified User Current Employee m******* Software Engineer - Sep 21, 2021",
2,"Good business model, bad execution",Good salary. Good wlb. Decent benefit . 10 days break during Christmas,Bad culture. Tech is weak. Now much to learn except for empty promises.,"Verified User Current Employee t******* Software Engineer - Sep 19, 2021",
