Rating,Description,Pros,Cons,Author Info,Resignation Reason
5.0,Great Culture ,Good culture and work life balance. Benefit is good and people are generally nice. ,Management favoritism. Career progression is not good and transparent. Re-orgs done poorly without clearly defined roles and responsibilities. ,"Verified UserCurrent Employee  y*****  Finance - Apr 27, 2022",
5.0,"Great work life balance, competitive compensation ",Great work life balance..  Good compensation. Great teams to work with ,Digital exp management and strategy feels very top down. Lot of politics. ,"Verified UserCurrent Employee  Y*******  Group Product Manager - Apr 26, 2022",
5.0,Great work life balance ,"Great work life balance , wellness days off, not so stressful, great culture,",None that I can think of at this moment in time,"Verified UserCurrent Employee  👨*********  Senior Data Scientist - Apr 26, 2022",
3.0,Great work life balance,"Not heavy work load everyday.  First job after graduation or family, may consider",Didn't learn much high tech skills overall everything seems out of fashion not a mordern company ,"Verified UserCurrent Employee  f*****  Engineer II - Apr 26, 2022",
5.0,Excellent place to work,"Work life balance, culture, compensation, management, people, value of employees, technology","Nothing as of now, but seems there are some problem with stocks","Verified UserCurrent Employee  s*******  Senior Engineering Manager - Apr 26, 2022",
4.0,"Good culture, but can stagnate ",Adobe is a great place for work life balance and a caring culture. Excellent place to land if you're tired from faster pace startups ,"Every decision is caught up in bureaucracy. It's impossible to move fast here and have a decision made quickly (this could be a pro, for some who may prefer a slower pace, I did at first but now I am bored) You can also get really siloed within your team/department so it's difficult to advance or switch teams ","Verified UserCurrent Employee  J*****  Customer Support Specialist - Apr 26, 2022",
3.0,"Poor tech stack, fine to work for living",- People are nice. a warm and inclusive team culture- good work and life balance- fine benefits and compensation,- Poor tech stacks. Limited tech choices. Plenty tech debt.- Tough cross team collaboration.- Unclear direction from upper management.,"Verified UserCurrent Employee  N*********  Software Engineer - Apr 25, 2022",
3.0,Neither bad nor great ,"-Smart & kind colleagues-Lots of great soft benefits (company shutdowns, unlimited PTO)-Lack of PIP culture. Adobe is great finding roles internally that best suit an individual's skills-committed to diversity and inclusion ","-Slow Career progression-Compensation below industry average & performance bumps have not tracked with inflation -Work life balance is very team dependent, plenty of 60+ hr per week teams-Meeting heavy culture. Those joining as senior ICs or at the manager+ level can expect 4-8 hrs of meetings per day","Verified UserCurrent Employee  y******  Manager, Consulting - Apr 25, 2022",
4.0,great company for steady growth,Really great benefitsGood managers who careTransfer between business orgs,Unclear strategy for some productsNot good focus on market opportunities - some products being closed/discontinued,"Verified UserCurrent Employee  z******  Senior Software Engineer - Apr 25, 2022",
4.0,Great work life balance but hard for new grads,Great work life balance and very understanding management. Very deliberate conversation about progress and promotions with management,Stock is falling Really hard to learn as a new grad since they don't have proper onboarding,"Verified UserCurrent Employee  D********  Software Development Engineer I - Apr 24, 2022",
4.0,Great work life balanace,"Great work-life balanceCareer opportunitiesA well-known company, which unlocks other opportunities in the marketInclusive culture overallAttentive management",Less exciting projectsSlow access to toolingIt could have been more into the cloudHard to get in,"Verified UserCurrent Employee  m*********  Senior Engineering Manager - Apr 23, 2022",
3.0,If you want to get promoted you won't have a good work life balance,* Great benefits* Good managers who care but lack of leadership* Ability to transfer between business orgs,* Lack of strategic leadership* Turnover without backfill and expectations of hitting same goals* Growing your career means being political or picking up others slack,"Verified UserCurrent Employee  W*****  Product Manager - Apr 23, 2022",
3.0,Good place if you need some time off from hassle,"Good culture, Industry-standard benefitsgood place for designers,Good place for research and patents","Slow growth,low yearly hikes,not so strong management ","Verified UserCurrent Employee  c*****  Software Developer - Apr 22, 2022",
4.0,Great work life balance and employee centric benefits,Good work life balanceEmployee centric benefitsDecent appraisals,Could be more forward thinking towards Future of Work by allowing Remote Work optionsCareer Path is unclear,"Verified UserCurrent Employee  P*****  Lead Project Manager - Apr 22, 2022",
4.0,Great WLB,"Work life balance has been wonderful, and I love working on products that are so well respected. ",Pay and stock options feel uncompetitive. Difficult to move to a people manager level. ,"Verified UserCurrent Employee  d***  Product Marketing Manager - Apr 21, 2022",
4.0,Great WLB but tech stack is stale ,Great WLBGreat benefits Good people Great place to work ,tech stack is stale Low salary as compared to other tech giants ,"Verified UserCurrent Employee  s********  Site Reliability Engineer II - Apr 21, 2022",
3.0,Good work life balance but the work is not good. ,Good work life balanceNice health benefitsNice company culture,Poor tech stackSlow growth in terms of learningVery less hike ,"Verified UserCurrent Employee  J*****  MTS I, Software Engineer - Apr 20, 2022",
4.0,Amazing work life balance ,Adobe offers amazing work life balance with company shutdowns for summer and winter plus an Adobe day off once/month.,"In my experience, raised do not keep up with inflation.","Verified UserCurrent Employee  A*****  Senior Marketing Manager - Apr 19, 2022",
3.0,The money you get for the work you do is not worth at all,It's easy to maintain work life balance. Good team and  colleagues.,"First 3 years, there won't be any decent hike/bonus. Same with the stocks you get while being promoted","Verified UserCurrent Employee  g******  MTS II, Software Engineer - Apr 18, 2022",
4.0,Good work life balance. Weak compensation.,Good work life balance and benefits. Career growth is possible. ,Compensation is not competitive. Management expectations are really high and doesn't feel like it aligns to your salary. ,"Verified UserCurrent Employee  B*****  Communication Manager - Apr 17, 2022",
3.0,Great work life balance,Great work life balanceGreat perksGreat peopleLots of cool products,Too much politics (depends on the org)A lot of favoritism,"Verified UserCurrent Employee  r*****  Software Engineer - Apr 16, 2022",
3.0,"Good place to cruise, but not necessarily grow","Great benefits, good work-life balance and nice place to cruise. The top management seems to care a lot about the employees","No company-wide structure for growth, very easy to stay in the same place for a long time","Verified UserCurrent Employee  d*****  Software Engineer II - Apr 15, 2022",
5.0,Great wlb,Nice friendly culture and nice people also good and managerWell-being holidays,Slow and not competitive pay.Return to office should be monitored ,"Verified UserCurrent Employee  G*****  Engineer - Apr 15, 2022",
2.0,Average,-Great work life balance and diverse group of coworkers-Solid benefits,-Culture is very team dependent-Very easy to stagnate and limited mobility-Very bureaucratic and poor management-Career growth/promo dependent on manager-Some unprofessional collegues,"Verified UserCurrent Employee  s*****  Software Engineer - Apr 14, 2022",
5.0,Perks are good in general ,Good work life balance and work culture in general is good.,Career growth is very slow and random. No standard growth direction in the company.,"Verified UserCurrent Employee  a*********  Machine Learning Engineer - Apr 14, 2022",
5.0,All about well-being ,"Great company structure, global wellbeing days off, summer and winter shut downs a week each","In some cases a slow pace on innovation, but more sustainable overall. ","Verified UserCurrent Employee  _*********  Content Designer - Apr 14, 2022",
5.0,"Great WLB and benefits, even though pay is not that high compared to those top companies ","WLBGreat benefits, including ESPP lock-in, RSU vest schedule and two shutdowns a year ",Pay is not that competitive Tech stack for some teams are not up to date ,"Verified UserCurrent Employee  a*******  Software Engineer - Apr 14, 2022",
4.0,Nice place to work overall,"Good work life balance, but it depends on the team. ",Learning stalls after some time. This is typical to an established company. ,"Verified UserCurrent Employee  b*****  Computer Scientist - Apr 14, 2022",
5.0,Great company ,Great company to work . Good project and great learning curve.,There is No cons i found till now. It is good company.,"Verified UserCurrent Employee  D*****  Applications Developer - Apr 14, 2022",
4.0,Great work life balance ,Great work like balance. Good culture. Good ESPP. Good Company,Not many cons I can think of. Pretty good company,"Verified UserCurrent Employee  U*****  Engineer - Apr 13, 2022",
3.0,This rating is specifically for AEM team,- Salary - Food- Global days off- Educational Reimbursement ,- Work life balance- Tech stack- Forced deduction of leaves of winter shutdown,"Verified UserCurrent Employee  C*******  Computer Scientist - Apr 13, 2022",
4.0,Overall okay,Good people to work with. Learning can be great if you try ,WLB can differ based on teams. Haven't seen anything else.,"Verified UserCurrent Employee  l*********  Computer Scientist - Apr 12, 2022",
4.0,great wlb,"great work of balance, pay is great, life is easy","politucs , management is bad, no impact and also they don't care people ","Verified UserCurrent Employee  K*****  Data Scientist - Apr 12, 2022",
4.0,good wlb noida,"good people, excellent wlb, care for employee. although much of this is team dependent.","less career growth, 1 year is max you will learn then it feels repetition. internal politics","Verified UserCurrent Employee  l*****  MTS II, Software Engineer - Apr 12, 2022",
4.0,Not a bad company,"Good benefits and compensation, good food, good pto, espp, sabbatical","Sometimes bad managers, I feel like lot of them have service based industry mindset","Verified UserCurrent Employee  t****  Software Engineer - Apr 12, 2022",
5.0,Tons of opportunities ,The company has as a great culture and good leaders,The compensation is no longer competitive and competition in NCR is picking up,"Verified UserCurrent Employee  t*******  Machine Learning Engineer - Apr 12, 2022",
4.0,Great work life balance ,Great place to work- good perks - great work life balance - decent compensation ,Gets monotonous and it's difficult to move internally to try different opportunities ,"Verified UserCurrent Employee  P*****  Software Engineer - Apr 11, 2022",
4.0,A great place to work,"Great culture, interesting work, nice benefits and pretty good compensation",The company has struggled strategically. The product teams can be distributed internationally which does affect work-life balance.,"Verified UserCurrent Employee  F*****  Senior Product Designer - Apr 11, 2022",
4.0,"Great people, great culture",Good WLBGreat place to workNew growing opportunities of ML,More focus on desktop applicationsVery few teams work on distributed computing ,"Verified UserCurrent Employee  r*****  Computer Scientist - Apr 10, 2022",
4.0,"Great wlb, good benefits",Thinks about employee and life balance. Will listen to you.,"No consistency of tech stack, all team dependent. Some repo still use legacy code","Verified UserCurrent Employee  f*********  Software Applications Engineer III - Apr 10, 2022",
5.0,Great place to be,Work culture and benefits. Interesting projects.Understanding and supportive managers ,Pay isn't top of market. But other than that it's a great place. ,"Verified UserCurrent Employee  e*********  Software Engineering Manager III - Apr 9, 2022",
4.0,Great company to work,"Great Work life balance, good work culture..team switching is easy..talented colleagues..",Compensation is little lower with industry standards..but now they have raised their pay,"Verified UserCurrent Employee  y*****  Computer Scientist - Apr 9, 2022",
4.0,"Great company, great culture, great WLB","WLB, benefits, growing company. Everything feels well structured and working with very competent people",Comp could be better. Very limited access to upper management,"Verified UserCurrent Employee  B*****  Sales Operations - Apr 8, 2022",
4.0,Pretty okay as far as large tech companies go,Great work life balanceClassy brand to work forThe CEO is respectableFlexible working environment,"Lower comp than comparable companiesMy mid and lower level management are terrible to work withVery strict promotion/raise/rewards process, only once a yearBonus is stack ranked","Verified UserCurrent Employee  F*****  Senior Software Engineer - Apr 7, 2022",
4.0,Good WLB,"Chill colleagues, supportive cultures, good working hours, large numbers of interns if you are in research org","Slow moving, less interesting project, low budget, taking less risk","Verified UserCurrent Employee  v*****  Research Scientist - Apr 7, 2022",
1.0,Review for Document Cloud Department,I don't feel like sharing about pros.Not sure why HR is not taking any action over this.,The atmosphere in the DC team is getting worse day by day! Nothing like the atmosphere Adobe is known for.Overall I know it's a good company but the document cloud department is full of toxic managers and team politics. Ask any person on LinkedIn who's working in the DC department to be sure.,"Verified UserCurrent Employee  a********  Computer Scientist - Apr 7, 2022",
4.0,Great work life balance,- Great culture- Good work life balance- Multiple career growth opportunities,The Compensation is less as compared to the market standards.,"Verified UserCurrent Employee  s*********  Senior Software Engineer - Apr 7, 2022",
4.0,Great work life balance,Very reasonable workload and WFH policy (team specific). Nice people always willing to help.,"Old codebase and mentality, not willing to innovate or change/innovate. On-call triggered often due to others. Soooo many boring useless meetings.","Verified UserCurrent Employee  b****  Machine Learning Engineer - Apr 6, 2022",
5.0,Overall a good company to work for ,Great company culture and work life balance. Pretty laid back environment.,"Compensation is sub par, growth opportunity isn't that great either.","Verified UserCurrent Employee  z*****  Analyst II, Business Support and Analytics - Apr 5, 2022",
4.0,Great work life balance if you are in the right group,Work with very friendly and supportive people. Met a lot of people outside of my team.,24/7 on-call duties are really stressful. Rotation happens every few months.,"Verified UserCurrent Employee  f*****  Senior Software Developer - Apr 4, 2022",
5.0,"Great work life balance, unclear career progression path","Sabbatical every 5 years, Global Days off, and shutdown.. great work life balance most of all","Unclear career path, product changes direction a lot, no clear strategy on multiple teams ","Verified UserCurrent Employee  s******  Consultant - Apr 4, 2022",
5.0,"Great culture, most teams /colleagues easy to work with, work/life balance depending on the team but in general not bad ","Great culture, company cares employees, internal mobility provides career growth opportunity ","Depending on the team/leader - may experience re-orgs, last min fire drills etc","Verified UserCurrent Employee  o*******  Business Operations - Apr 4, 2022",
3.0,Solutions Consulting has Been Ruined,Benefits are decent with shutdowns and sabbaticals.  Good people to work with.  ,No one wants to work in the SC groups any more.,"Verified UserCurrent Employee  n*****  Solutions Consultant - Apr 4, 2022",
5.0,Newstarter,"Great company so far - cool people, great benefits and products.",I have no cons so far because I am new.,"Verified UserCurrent Employee  Y*****  Management Consultant - Apr 4, 2022",
4.0,Great Culture,-Great benefits-Supportive culture-Collaborative team structure-A Growing business,"-Lower comp compared to other tech firms-Huge company, somewhat slor","Verified UserCurrent Employee  b*********  Project Manager - Apr 3, 2022",
4.0,Great work life balance,"- Good work life balance- Good stock options with great ESPP policy (price lock in of 2 years)- Sometime I feel work life balance provided, the compensation is good, but I might be wrong.","- Doesn't work on good technical problems, apart from research team, who gets time to solve them.- KPI for Promotions aren't defined properly, hardly any team follow good checkin process to back promotions.- Managers are more focussed on building their team, instead of solving problems across the teams for benefits of Adobe, than their team's visibility.","Verified UserCurrent Employee  f*****  Senior Software Development Engineer - Apr 3, 2022",
4.0,Great place to work,"Amazing work life balance, great benefits, kind and intelligent people ","Hard to progress your career into people management, return to office is hybrid model ","Verified UserCurrent Employee  R*****  Senior Product Marketing Manager - Apr 3, 2022",
3.0,Less Base pay,Good WLB. Free food. Nice coworkers.Work -Team mostly dependent,Less pay as Compared to maang etc.Difficult to internal change roles ..,"Verified UserCurrent Employee  d*****  Computer Scientist - Apr 3, 2022",
4.0,Hippo culture,You get to own large areas of work as their few PMs,Too set in their ways and hippo culture Expected to listen to everything management says ,"Verified UserCurrent Employee  w*****  Product Manager - Apr 2, 2022",
4.0,"Good WLB, a bit low on TC because of it ","Benefits are great at Adobe. C-level execs are mostly competent and genuine. My manager is great. Stock has been on upward trajectory until recently, but it's the macro-market mostly. Encourages growth internally over the last few years. ","Titles are diluted at Adobe. A head of product at a smaller company will come in as a Senior PM. Total comp sucks if you've been here long term. Adobe acquisitions sound good on paper but execution and integration are not all its cracked up to be, and for that some orgs suffer.  ","Verified UserCurrent Employee  g*********  Marketing Analyst - Apr 1, 2022",
5.0,Probably the best WLB I have had in the last 15 odd years as a developer,"- Most devs are chill, low on politics and less concerned about getting Pipd out to extinction.- the Group I am in allows for owning a project from start to completion.- Great WLB.- Depending on the group you're in, good opportunities to learn and grow tech skills wise.",- At VP and higher level too many recent reorgs.,"Verified UserCurrent Employee  Q*****  Computer Scientist - Apr 1, 2022",
4.0,great worklife balance,prestigious companyworking for creative applicationsdown to earth people,lower pay bueracraticnot much upward mobilitytop down decision making,"Verified UserCurrent Employee  A*****  Applications Developer - Mar 31, 2022",
1.0,Micromanagement and toxic culture ,Their compensation packages for new hires are good and competitive. ,"Micromanagement that starts from the top. Shantanu is very details orientedMicrocultures of toxicity at the company. It's a big company and the culture is not the same in every team. Experience is highly team dependent. Some teams are highly toxic with lots of disrespect, favoritism, no clear goals, etc. Be careful of getting a leader who is in it for a promotion. Many leaders are demanding workaholics who don't have much work life balance. Benefits are okay. Not great and high deductible. Company internally still uses lots of archaic and difficult to use software like Microsoft products. Lots of people leaving","Verified UserCurrent Employee  n*****  Marketing Communications Manager - Mar 29, 2022",
4.0,Good company,Remote-first company. Good benefits. Nice team and some opportunities to grow.,"Stressful work as an SRE in Europe, with compensation that does not correspond to a SRE.","Verified UserCurrent Employee  e*****  Software Development Engineer - Mar 28, 2022",
4.0,Great place to rest and vest if you're done growing your career,"- Amazing PTO - unlimited PTO that's actually unlimited, once every two months ish global wellbeing days that are basically extra holidays, sabbatical every five years- Incredible benefits - 15% ESPP, great Kaiser healthcare plan- Great WLB on days you actually do work- Nice Seattle office",- Things move slowly here which is great if you have a family and have an established career already but for new grads and mid levels looking to grow there aren't many opportunities to do so- Lots of bureaucracy and I am concerned our competitors will outpace us in a few years,"Verified UserCurrent Employee  j*********  Software Engineer - Mar 28, 2022",
5.0,Super great WLB and team,Nice company cultureUnlimited PTOWork is decentNot that challenging ,Pretty slow career growth trajectoryDoesnt seem to compete aggressively against others which makes innovation slow,"Verified UserCurrent Employee  i*********  Software Engineer - Mar 27, 2022",
4.0,good work life balance,"good company culture, good campus and facilities, free meals with multiple options. ","fixed salary is very low, retention policy is very bad.","Verified UserCurrent Employee  l****  Lead Software Engineer - Mar 27, 2022",
4.0,Work life balance is team specific,"Some teams have good work life balance, good learning opportunities.",There are some teams in Noida office which are terrible to work with.,"Verified UserCurrent Employee  x*****  Computer Scientist - Mar 27, 2022",
3.0,Great WLB ,Great WLB Culture is good Less pressure Some cool projects to work on,Low comp Lots of politics No free foodInternal switching is difficult,"Verified UserCurrent Employee  R*****  Software Engineer IV - Mar 26, 2022",
5.0,Great work life balance,Unlimited PTO is really great Work life balanceUnderstanding management,"It can be slow moving, because it's a large company. ","Verified UserCurrent Employee  K*****  Senior Software Back End Engineer - Mar 25, 2022",
5.0,Great work life balance,Team is smart and motivated. Great managers who really care about you. ,Can be difficult to get promoted - artificially limited number of positions as you get towards the top of the IC ladder,"Verified UserCurrent Employee  A*****  Staff DevOps Engineer - Mar 24, 2022",
5.0,Amazing culture,I love everyone I work with and everything Adobe stands for. Always proud to work here. ,"Sometimes I'm working crazy hours, especially since the pandemic started. ","Verified UserCurrent Employee  x*****  Marketing Specialist - Mar 24, 2022",
5.0,Good work life balance,Good work life balance and nice people to work with,compensation is not as expected but benefits and culture are great,"Verified UserCurrent Employee  t******  UX Design Lead - Mar 23, 2022",
3.0,wlb,wlb is great in dm. some teams are great. you have amazing colleagues ,no work on large scale systems. sometimes the work gets repetitive ,"Verified UserCurrent Employee  d******  Software Developer - Mar 23, 2022",
1.0,Not good to build a product management career,"Benefits are good, every department is different. Good internal transfer policy",Most leaders are from engineering and therefore struggle to tackle increasing competition. No importance given to product and business functions required for success in the modern app based economy.Poor Work lift balance especially for product managers,"Verified UserCurrent Employee  T*****  Product Manager IV - Mar 23, 2022",
3.0,"Great perks, stable, experience depends on management","Great benefits, competitive pay, WlB depending on department, respected CEO, clean offices, free snacks & drinks, many brilliant & accomplished coworkers, organization seems to care and a lot of thought is put into providing a good employee experience as a company","Some departments are led by lifers who are not open to new ideas, old-school thinking in some departments, internal systems nowhere near as innovative as external products, bad place for high achievers who want to do more than the bare minimum (in my department anyway), too many nonsense acronyms","Verified UserCurrent Employee  z*****  Manager, Risk / Compliance - Mar 22, 2022",
4.0,Great overall,Excellent benefits. Good work life balance. Competitive pay. Smart coworkers.,Management in few teams are bad. Especially in the experience cloud teams,"Verified UserCurrent Employee  l******  Technical Consultant - Mar 22, 2022",
4.0,"Wlb ,but for rest and vest type",WlbDiscount esops purchase at 15% discountRsu initial grantStock growthFood,"Slow growthRsu refresh for top achiversLegacy code Maintainanace work ,rare development opportunityManager based feedback","Verified UserCurrent Employee  a*********  Computer Scientist - Mar 22, 2022",
2.0,Pathetic experience ,"Company is really good. Don't join just on the name of adobe, check which org/team you are going into.",Think 100 times before joining document cloud team. You will come to know some really illogical people.,"Verified UserCurrent Employee  p*****  MTS II, Software Engineer - Mar 22, 2022",
4.0,Future not looking great ,Good company cultureSome of the great productsStill a decent place to workGood ESPP option,Bad people/product managersToo many bad hires in engineering and management Not able to retain talent ,"Verified UserCurrent Employee  Q*****  Full Stack Developer - Mar 21, 2022",
4.0,Good work life balance,Adobe is great for WLB. A lot of holidays. Fair career growth.,Sometimes difficult to get collaboration between teams. Benefits has spaces for improvement.,"Verified UserCurrent Employee  g*****  Software Engineer - Mar 21, 2022",
4.0,"Good work/life balance, company culture, career growth if in a main office.  Limited growth for satellite office.","Good work/life balance, company culture, career growth if in a main office.  ",There is limited career growth for employees of satellite offices.,"Verified UserCurrent Employee  J*****  Program Manager - Mar 21, 2022",
3.0,Good WLB,WLB is great Chill mgmt let's you restEspp stocks,No growth or compManager has a lot of say in bonus and promos,"Verified UserCurrent Employee  m****  Computer Scientist - Mar 21, 2022",
5.0,Working in experience cloud for the last 8 years. ,"Great work life balance. Great compensationGreat colleaguesInteresting problems to work on, especially if you enjoy machine learning and AI ","For a couple of years I felt our org lacked proper direction, but now that's sorted. ","Verified UserCurrent Employee  k*****  Software Engineer IV - Mar 19, 2022",
5.0,Great work life balance,"Work life balance, the benefits, the products, and the company's overall philosophy are great.",salary is less than what online average salary data indicates,"Verified UserCurrent Employee  b****  Software Developer II - Mar 19, 2022",
4.0,incredible company...to a point,"Work life balance is amazing, and pay is compeitive (when you start). Adobe focuses on inclusivity and support many lifestyles. My family loves the company activities where they are included.","Pat is competitive until you've been here for a few years. While there are yearly raises, they dont keep up with competitive market compensation. Career progression is also somewhat limited.","Verified UserCurrent Employee  k*****  Produce Manager - Mar 19, 2022",
5.0,Great work life balance but slow growth,Great wlb and amazing people and good projects and inclusive environment,Technically slow growth. Might reach stagnation quickly needs more problems to solve,"Verified UserCurrent Employee  L*****  Software Engineer II - Mar 18, 2022",
2.0,Mid level management sucks,"They follow upper management's goals blindly to meet their expectations, no vision or creativity. ","Favoritism, promotions and refreshers for only favorites (I have seen a person getting 5 promotions in 5 years and they didn't do anything great), special treatment for Ivy League school alumni, Sr. Dir favors women for promotions and highlighting to upper management (not a sexist, I respect women). The Sr. Dir takes only women out for team lunches (company paid), I believe male employees eat food too. Manager takes credit of whole team's work and gets frequent promotions.","Verified UserCurrent Employee  Q*****  Software Development Engineer - Mar 18, 2022",
4.0,Good work life balance,Good adobe benefits and work life balance. People are nice. ,Things can move slow at times. Company directional changes can be a challenge.,"Verified UserCurrent Employee  Q*****  Software Engineer - Mar 17, 2022",
4.0, It is one of the best places to work for! ,- Great WLB- Plenty of opportunities if you are a go getter- No rat race- new grads thrive- great benefits- flexible vacation timePS: all of the above can be subjective / org dependent,"- compensation could definitely be better for tenured ppl- that said, refreshers should be more","Verified UserCurrent Employee  c****  Senior Software Engineer - Mar 17, 2022",
5.0,Work life balance,"Cool culture, WLB, good hikes,  free meal, wellness benefits,  higher education fund","Obsolete technologies , repetitive tasks, cab is not free of cost","Verified UserCurrent Employee  R*****  DevOps Engineer - Mar 16, 2022",
5.0,"Vastly dependent on team/project. In my current team/project for the past 3 years, WLB is great.",Fairly chill culture. Good benefits. Compensation seem to meet market value.,Fairly political if you want to move up career ladder. Projects tends to run long due to complicated process.,"Verified UserCurrent Employee  d***  Senior Business Analyst - Mar 15, 2022",
